"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.139530125E0,-1.010907573E0,-1.819194797E0,-2.142211654E0,2.986716358E0
3.149510125E0,-9.555677694E-1,-2.119428271E0,-2.025576659E0,3.083512082E0
3.159490125E0,-7.879478310E-1,-2.323084161E0,-1.925123833E0,3.118282151E0
3.169470125E0,-7.202911605E-1,-2.355123394E0,-1.917698454E0,3.121376766E0
3.179451125E0,-6.896523352E-1,-2.193208145E0,-1.949220209E0,3.014173474E0
3.189431125E0,-6.553977379E-1,-1.808149553E0,-2.072752579E0,2.827588063E0
3.199411125E0,-4.266706683E-1,-1.281694614E0,-2.304353190E0,2.671110737E0
3.209391125E0,-3.067236273E-1,-7.031928056E-1,-2.557000853E0,2.669609123E0
3.219371125E0,-3.758899393E-1,-2.539555028E-1,-2.766683761E0,2.803627236E0
3.229352125E0,-4.728692634E-1,1.048251181E-1,-2.889742507E0,2.930052116E0
3.239332125E0,-4.919618478E-1,4.508846462E-1,-2.940734321E0,3.015500252E0
3.249312125E0,-3.269267441E-1,8.195652609E-1,-3.018546728E0,3.144867670E0
3.259292125E0,-2.036974782E-1,1.019706609E0,-3.128063323E0,3.296372913E0
3.269272125E0,-7.270800702E-2,1.064250917E0,-3.277102418E0,3.446348318E0
3.279252125E0,1.684316964E-1,1.096147113E0,-3.390726097E0,3.567482473E0
3.289233125E0,2.515010061E-1,1.159503302E0,-3.342735075E0,3.547052078E0
3.299213125E0,2.395481461E-1,1.186343776E0,-3.225884902E0,3.445450373E0
3.309193125E0,3.141995118E-1,1.173516813E0,-3.124722224E0,3.352573939E0
3.319173125E0,2.539597968E-1,1.103750394E0,-2.912916192E0,3.125354580E0
3.329153125E0,1.820298167E-1,9.243602293E-1,-2.724784368E0,2.883058539E0
3.339133125E0,1.526688638E-1,7.337838299E-1,-2.381261618E0,2.496428125E0
3.349114125E0,1.004339231E-1,5.744860873E-1,-2.008011623E0,2.090988263E0
3.359094125E0,9.856468700E-3,5.640008237E-1,-1.751111280E0,1.839724108E0
3.369074125E0,-4.584969901E-2,6.399335336E-1,-1.642823185E0,1.763656752E0
3.379054125E0,2.117402412E-2,7.230480496E-1,-1.790363638E0,1.930970942E0
3.389034125E0,1.189876865E-2,8.092052373E-1,-1.870878044E0,2.038415893E0
3.399015125E0,-9.754426564E-2,8.195494734E-1,-1.733306508E0,1.919772818E0
3.408995125E0,-3.309863198E-1,6.444778434E-1,-1.440916489E0,1.612806239E0
3.418975375E0,-3.622916180E-1,4.019085871E-1,-1.096755223E0,1.222970870E0
3.428955375E0,-2.190753265E-1,1.559495172E-1,-6.431071830E-1,6.970660653E-1
3.438935375E0,-1.413015659E-1,-2.722262610E-2,-6.898018777E-2,1.595790406E-1
3.448915375E0,-3.257062475E-1,-3.816477656E-2,7.826544929E-1,8.485806768E-1
3.458896375E0,-4.665459382E-1,1.310907011E-1,1.564735374E0,1.638061865E0
3.468876375E0,-5.252055345E-1,3.576783841E-1,2.076602386E0,2.171647336E0
3.478856375E0,-5.838338117E-1,5.546951992E-1,2.489663733E0,2.616672350E0
3.488836375E0,-5.900233819E-1,7.086905770E-1,2.979739927E0,3.119169755E0
3.498816375E0,-6.569313164E-1,8.264558391E-1,3.743718998E0,3.889732631E0
3.508796375E0,-9.227118992E-1,1.132690749E0,4.381260216E0,4.618422530E0
3.518777375E0,-1.215221713E0,1.511398681E0,4.247280040E0,4.669098149E0
3.528757375E0,-1.005716926E0,1.282794330E0,3.759053906E0,4.097256899E0
3.538737375E0,-4.177982495E-1,4.693094054E-1,3.808107952E0,3.859597501E0
3.548717375E0,2.209286381E-2,1.037332236E-1,4.354778761E0,4.356070102E0
3.558697375E0,2.209912581E-1,1.967586057E-1,4.972578610E0,4.981374220E0
3.568677375E0,5.134058534E-1,1.200056593E-1,5.382728629E0,5.408489107E0
3.578658375E0,8.991436733E-1,-1.658139162E-1,5.422284458E0,5.498829179E0
3.588638375E0,9.918967395E-1,-3.739672286E-1,5.168122950E0,5.275718478E0
3.598618375E0,9.721791974E-1,-4.088748137E-1,4.815601920E0,4.929739634E0
3.608598375E0,1.099651130E0,-4.564301820E-1,4.213495998E0,4.378482573E0
3.618578375E0,1.440931107E0,-8.338742016E-1,3.479943498E0,3.857672276E0
3.628558375E0,1.700740294E0,-1.507914471E0,2.940578200E0,3.716628008E0
3.638539375E0,1.696326816E0,-2.086013772E0,2.431842957E0,3.625305268E0
3.648519375E0,1.598605663E0,-2.318091662E0,1.737717648E0,3.308889790E0
3.658499375E0,1.653638049E0,-2.305310379E0,8.151223272E-1,2.951846735E0
3.668479375E0,1.705951771E0,-2.207801334E0,-2.921456051E-1,2.805353317E0
3.678459375E0,1.695305746E0,-2.007777150E0,-1.377330943E0,2.966862178E0
3.688439375E0,1.683687328E0,-1.707669683E0,-2.198721485E0,3.253508097E0
3.698420375E0,1.673918678E0,-1.400042259E0,-2.647935582E0,3.431280360E0
3.708400375E0,1.548634627E0,-1.149170030E0,-2.688703539E0,3.308774348E0
3.718380375E0,1.251446091E0,-8.530945111E-1,-2.355314013E0,2.800248501E0
3.728360375E0,8.557151601E-1,-5.849270583E-1,-1.853264476E0,2.123435263E0
3.738340375E0,2.776497545E-1,-5.684246078E-1,-1.413104793E0,1.548244514E0
3.748320375E0,-2.733376157E-1,-6.593897782E-1,-1.210871823E0,1.405602683E0
3.758301375E0,-6.189035109E-1,-6.774287309E-1,-1.175409045E0,1.491153132E0
3.768281375E0,-8.589618266E-1,-6.967612338E-1,-1.338427078E0,1.736283007E0
3.778261375E0,-9.431328613E-1,-6.904466064E-1,-1.615128433E0,1.993704081E0
3.788241375E0,-9.678151280E-1,-6.084630881E-1,-1.963904321E0,2.272402613E0
3.798221375E0,-1.070755287E0,-5.166067654E-1,-2.280436909E0,2.571729365E0
3.808201375E0,-1.019866384E0,-3.400033476E-1,-2.454174058E0,2.679309617E0
3.818182375E0,-8.734131470E-1,-1.337035660E-1,-2.733199096E0,2.872473580E0
3.828162375E0,-7.759678363E-1,9.527266804E-2,-3.050871305E0,3.149447362E0
3.838142375E0,-6.321398529E-1,2.532227005E-1,-3.288647745E0,3.358411309E0
3.848122375E0,-4.502932369E-1,3.765287476E-1,-3.408046719E0,3.458225027E0
3.858102375E0,-4.167211193E-1,4.786166013E-1,-3.465770432E0,3.523392546E0
3.868082375E0,-3.658796888E-1,5.515529421E-1,-3.583384252E0,3.643997982E0
3.878063375E0,-2.275017307E-1,5.988263650E-1,-3.877768171E0,3.930322638E0
3.888043375E0,-9.209784921E-2,7.284911495E-1,-4.189977327E0,4.253832551E0
3.898023375E0,-3.371290756E-2,9.311684348E-1,-4.331549528E0,4.430635680E0
3.908003375E0,-9.630848402E-3,1.012826629E0,-4.281447076E0,4.399624938E0
3.917983375E0,-4.637161782E-3,1.019971049E0,-3.980924165E0,4.109515744E0
3.927963375E0,-5.615682358E-2,1.089244767E0,-3.580082329E0,3.742538875E0
3.937944375E0,-1.187777806E-1,1.148103425E0,-3.314217619E0,3.509456947E0
3.947924375E0,1.927890955E-2,1.048536452E0,-3.001777498E0,3.179696293E0
3.957904375E0,2.397648037E-1,8.904122454E-1,-2.277125046E0,2.456749804E0
3.967884375E0,2.295153291E-1,6.862140993E-1,-1.164865930E0,1.371305842E0
3.977864375E0,1.760315967E-1,4.578013176E-1,5.266411722E-2,4.932977586E-1
3.987844375E0,7.756724423E-2,3.519543255E-1,1.197413871E0,1.250475311E0
3.997825375E0,-3.737207685E-2,3.539194285E-1,1.856320231E0,1.890127095E0
4.007805375E0,-7.827525068E-2,3.229789234E-1,1.962447780E0,1.990387824E0
4.017785375E0,3.707883898E-2,2.990013193E-1,1.804757144E0,1.829733582E0
4.027765375E0,3.115930058E-1,3.014920139E-1,1.781619712E0,1.833618399E0
4.037745375E0,7.556443765E-1,2.642107516E-1,2.123532724E0,2.269404542E0
4.047725375E0,1.045197107E0,2.557778972E-1,2.704214448E0,2.910435552E0
4.057706375E0,1.055928502E0,3.187258780E-1,3.321677497E0,3.500016083E0
4.067686375E0,9.532855280E-1,4.410420646E-1,4.016914946E0,4.151972674E0
4.077666375E0,7.001293762E-1,6.803961928E-1,4.612141035E0,4.714336119E0
4.087646375E0,2.252271821E-1,1.271157055E0,4.679798582E0,4.854593939E0
4.097626375E0,-4.186936775E-1,2.442310350E0,3.846593156E0,4.575638004E0
4.107606375E0,-4.099833727E-1,3.499305384E0,2.205727034E0,4.156736254E0
4.117587375E0,2.812704418E-1,3.617441359E0,1.251117039E0,3.838005848E0
4.127567375E0,4.956251284E-1,3.444312613E0,2.000342415E0,4.013764246E0
4.137547375E0,2.347896455E-2,3.248762133E0,3.677405725E0,4.906966428E0
4.147527375E0,-3.784396908E-1,2.289734274E0,4.961271849E0,5.477254605E0
4.157507375E0,-6.563194784E-1,7.272408687E-1,5.674522231E0,5.758457874E0
4.167487375E0,-8.011083055E-1,-5.555874478E-1,6.084917833E0,6.162521964E0
4.177468375E0,-7.050715160E-1,-1.525055730E0,6.090510110E0,6.318008723E0
4.187448375E0,-3.379092769E-1,-2.508374823E0,5.871526036E0,6.393820840E0
4.197428375E0,-1.769942859E-1,-3.202207772E0,5.560333126E0,6.418938079E0
4.207408375E0,-3.247930951E-1,-3.334134698E0,4.949159342E0,5.976296757E0
4.217388375E0,-5.240573607E-1,-2.979313080E0,3.749437575E0,4.817595321E0
4.227368375E0,-6.466330540E-1,-2.384103949E0,2.095143907E0,3.239091530E0
4.237349375E0,-7.333477738E-1,-1.769380320E0,2.342727882E-1,1.929608617E0
4.247329375E0,-9.008945489E-1,-1.270214337E0,-1.577508032E0,2.216661237E0
4.257309375E0,-1.094174701E0,-8.924623523E-1,-3.042823783E0,3.354472223E0
4.267289375E0,-1.234704928E0,-6.426008872E-1,-3.754755033E0,4.004449714E0
4.277269375E0,-1.378676387E0,-7.034158038E-1,-3.703218843E0,4.013648238E0
4.287249375E0,-1.403366109E0,-1.004021087E0,-3.347125164E0,3.765732551E0
4.297230375E0,-1.316471368E0,-1.342620994E0,-2.788228996E0,3.363026752E0
4.307210375E0,-1.291846258E0,-1.746243034E0,-2.332934965E0,3.187603651E0
4.317190375E0,-1.275681192E0,-2.175031199E0,-2.047151715E0,3.247915233E0
4.327170375E0,-1.165510805E0,-2.479595413E0,-1.952459566E0,3.364358364E0
4.337150375E0,-1.000573569E0,-2.509310378E0,-1.926201475E0,3.317836367E0
4.347130375E0,-6.915885676E-1,-2.259008471E0,-1.926909572E0,3.048670943E0
4.357110375E0,-4.068165938E-1,-1.769869732E0,-2.065652305E0,2.750428704E0
4.367091375E0,-4.016971738E-1,-1.265812846E0,-2.282026182E0,2.640319351E0
4.377071375E0,-5.143067997E-1,-8.935932038E-1,-2.556721357E0,2.756781528E0
4.387051375E0,-5.990346721E-1,-5.688677536E-1,-2.829030282E0,2.947179227E0
4.397031375E0,-6.619411377E-1,-2.338838387E-1,-3.053351694E0,3.133021591E0
4.407011375E0,-6.464228466E-1,8.367350981E-2,-3.193646863E0,3.259485241E0
4.416991792E0,-5.598358154E-1,3.674606298E-1,-3.376746574E0,3.442507935E0
4.426972792E0,-4.398155746E-1,5.779821010E-1,-3.373265727E0,3.450568462E0
4.436952792E0,-2.520173701E-1,6.212876400E-1,-3.360576684E0,3.426804158E0
4.446932792E0,2.069714257E-2,7.105594933E-1,-3.436085873E0,3.508847288E0
4.456912792E0,2.656198209E-1,9.441095656E-1,-3.513045756E0,3.647380874E0
4.466892792E0,3.918063892E-1,1.143317406E0,-3.616507559E0,3.813110785E0
4.476872792E0,3.659057455E-1,1.184678343E0,-3.496798682E0,3.710114663E0
4.486853792E0,2.244502333E-1,1.094211831E0,-3.183597254E0,3.373865574E0
4.496833792E0,4.240797762E-2,9.689308499E-1,-2.786923898E0,2.950859238E0
4.506813792E0,-5.909064576E-2,8.617596462E-1,-2.410119381E0,2.560233744E0
4.516793792E0,-8.043358589E-2,7.365400612E-1,-2.073433780E0,2.201837520E0
4.526773792E0,-7.910575630E-2,6.855219352E-1,-1.804081206E0,1.931555602E0
4.536753792E0,-7.944776360E-3,7.589006909E-1,-1.673238646E0,1.837313513E0
4.546733792E0,7.306523079E-2,7.507461639E-1,-1.616027734E0,1.783396750E0
4.556714792E0,6.042456010E-2,6.410947906E-1,-1.431534047E0,1.569695316E0
4.566694792E0,-8.183797745E-2,5.149909604E-1,-1.020670668E0,1.146159569E0
4.576674792E0,-3.956256077E-1,2.941804727E-1,-3.958804733E-1,6.322840510E-1
4.586654792E0,-6.479405645E-1,6.957561705E-2,2.557776779E-1,7.000642557E-1
4.596634792E0,-6.272177399E-1,-1.615037508E-2,8.944684589E-1,1.092582606E0
4.606614792E0,-5.024180946E-1,1.112976569E-1,1.550602654E0,1.633762437E0
4.616595792E0,-3.002118939E-1,4.275442058E-1,2.123750825E0,2.187061681E0
4.626575792E0,-2.289751012E-1,5.957743012E-1,2.479706510E0,2.560531388E0
4.636555792E0,-3.617273983E-1,6.499051559E-1,2.748802975E0,2.847655390E0
4.646535792E0,-5.900796613E-1,7.053658502E-1,3.136378648E0,3.268425617E0
4.656515792E0,-7.936200687E-1,8.271353587E-1,3.630016381E0,3.806705221E0
4.666495792E0,-1.222384625E0,9.845615537E-1,4.085478812E0,4.376610875E0
4.676475792E0,-1.695751011E0,1.454937235E0,4.015371282E0,4.595173596E0
4.686456792E0,-1.761270232E0,1.813919439E0,3.314257380E0,4.168534340E0
4.696436792E0,-1.243330448E0,1.487558267E0,2.949775870E0,3.529855222E0
4.706416792E0,-4.865183093E-1,1.153092561E0,3.318187879E0,3.546363394E0
4.716396792E0,1.626356256E-1,1.086128128E0,3.885925037E0,4.038135467E0
4.726376792E0,6.321787369E-1,7.376068126E-1,4.455045061E0,4.559730284E0
4.736356792E0,9.078595329E-1,-3.909258351E-2,5.091424438E0,5.171879732E0
4.746337792E0,1.002716574E0,-7.969618987E-1,5.745601569E0,5.886639635E0
4.756317792E0,7.908439569E-1,-1.199161750E0,6.089455272E0,6.256587614E0
4.766297792E0,6.836247329E-1,-1.427962275E0,5.816445850E0,6.028056184E0
4.776277792E0,9.701632968E-1,-1.826262180E0,5.071611148E0,5.477014698E0
4.786257792E0,1.314168004E0,-2.148255629E0,4.247489955E0,4.937935875E0
4.796237792E0,1.459371910E0,-2.189921718E0,3.180135702E0,4.127806510E0
4.806217792E0,1.569787514E0,-2.145018464E0,1.845689408E0,3.236032516E0
4.816198792E0,1.740750744E0,-2.098469803E0,5.675997484E-1,2.784952090E0
4.826178792E0,1.745004155E0,-2.022044941E0,-5.551060027E-1,2.727975058E0
4.836158792E0,1.396577492E0,-1.832676722E0,-1.544198783E0,2.773748824E0
4.846138792E0,1.213944242E0,-1.616417744E0,-2.269700251E0,3.039408853E0
4.856118792E0,1.207483069E0,-1.375601190E0,-2.625295748E0,3.200386189E0
4.866098792E0,1.240844650E0,-1.108757364E0,-2.719217234E0,3.187974389E0
4.876079792E0,1.291889381E0,-7.950670353E-1,-2.697532250E0,3.094800479E0
4.886059792E0,1.123196625E0,-5.503298142E-1,-2.395586711E0,2.702456152E0
4.896039792E0,6.010162204E-1,-4.928785815E-1,-1.929613325E0,2.080278197E0
4.906019792E0,5.398186035E-2,-6.231009346E-1,-1.532411966E0,1.655129979E0
4.915999792E0,-3.934849421E-1,-7.603952392E-1,-1.360409101E0,1.607402949E0
4.925979792E0,-6.792723580E-1,-7.958396718E-1,-1.533571469E0,1.856505634E0
4.935959792E0,-7.775720199E-1,-7.605438316E-1,-1.841961223E0,2.139127466E0
4.945940792E0,-7.067818996E-1,-6.149526934E-1,-2.095094790E0,2.295022799E0
4.955920792E0,-7.428014790E-1,-4.433477679E-1,-2.288939345E0,2.446948018E0
4.965900792E0,-8.199762471E-1,-3.368992070E-1,-2.550102308E0,2.699793308E0
4.975880792E0,-8.546879505E-1,-2.282010029E-1,-2.800468388E0,2.936867444E0
4.985860792E0,-9.184776380E-1,-1.592742075E-1,-3.005671159E0,3.146907778E0
4.995840792E0,-1.016871659E0,-9.853969015E-2,-3.220763910E0,3.378913762E0
5.005820792E0,-1.129680895E0,-7.522841278E-2,-3.526126562E0,3.703431755E0
5.015801792E0,-1.144405061E0,-8.487905949E-2,-3.880951395E0,4.047054624E0
5.025781792E0,-1.084712079E0,2.551290024E-2,-4.107485978E0,4.248375250E0
5.035761792E0,-9.850924809E-1,1.540677005E-1,-4.049941775E0,4.170871903E0
5.045741792E0,-8.380871205E-1,2.495350077E-1,-3.893303638E0,3.990297102E0
5.055721792E0,-7.171443352E-1,3.720758005E-1,-3.819487803E0,3.904000957E0
5.065701792E0,-6.476943237E-1,6.303878810E-1,-3.750300624E0,3.857674375E0
5.075681792E0,-6.455496380E-1,8.087747361E-1,-3.756443709E0,3.896372703E0
5.085662792E0,-6.128911114E-1,9.687644235E-1,-3.845891490E0,4.013106200E0
5.095642792E0,-6.270425427E-1,1.200676179E0,-3.654409211E0,3.897372489E0
5.105622792E0,-7.748638820E-1,1.283482108E0,-3.157039785E0,3.494945001E0
5.115602792E0,-7.558235206E-1,1.059636514E0,-2.561023153E0,2.872792775E0
5.125582792E0,-5.832901669E-1,7.884926453E-1,-1.979525158E0,2.209178110E0
5.135562792E0,-3.797523176E-1,6.123852541E-1,-1.079358587E0,1.297783681E0
5.145543792E0,-3.317436804E-1,3.859294989E-1,1.152971524E-1,5.218130709E-1
5.155523792E0,-3.894880413E-1,2.545280548E-1,1.140233949E0,1.231510830E0
5.165503792E0,-3.961946515E-1,2.697368820E-1,1.758434333E0,1.822585935E0
5.175483792E0,-1.468725463E-1,3.841960919E-1,1.870675145E0,1.915359935E0
5.185463792E0,3.342444980E-1,5.808016650E-1,1.711859506E0,1.838345160E0
5.195443792E0,9.822659368E-1,7.605898784E-1,1.657555829E0,2.071432997E0
5.205423792E0,1.495108484E0,8.550275275E-1,2.025056257E0,2.658434557E0
5.215404792E0,1.671384787E0,8.848041809E-1,2.672464067E0,3.273907410E0
5.225384792E0,1.534116575E0,8.538170808E-1,3.456168720E0,3.876547367E0
5.235364792E0,1.229996603E0,8.909165677E-1,4.475348933E0,4.726031321E0
5.245344792E0,9.159964451E-1,1.219718952E0,5.411675270E0,5.622543289E0
5.255324792E0,3.840746525E-1,1.999247378E0,5.829554138E0,6.174804034E0
5.265304792E0,-1.281971151E-1,3.266556087E0,5.126000778E0,6.079696304E0
5.275284792E0,-1.314816241E-1,4.280288450E0,3.494411264E0,5.527121015E0
5.285265792E0,1.767662628E-1,4.552483647E0,2.550559561E0,5.221274533E0
5.295245792E0,2.221204833E-1,4.290640360E0,3.026328787E0,5.255244822E0
5.305225792E0,-1.413753962E-1,3.419908966E0,4.257906185E0,5.463106206E0
5.315205792E0,-5.820078725E-1,1.886321417E0,5.525554472E0,5.867596942E0
5.325185792E0,-9.904718462E-1,-4.245005473E-3,6.627609612E0,6.701213447E0
5.335165792E0,-1.137863342E0,-1.672776863E0,7.454411168E0,7.724063780E0
5.345145792E0,-9.692147322E-1,-2.914565984E0,7.722736385E0,8.311120824E0
5.355126792E0,-6.782100651E-1,-3.621157849E0,7.153898782E0,8.046801901E0
5.365106792E0,-4.668873060E-1,-3.699222856E0,5.777505147E0,6.876176207E0
5.375086792E0,-4.249418660E-1,-3.206343800E0,4.001164886E0,5.144952536E0
5.385066792E0,-2.342952086E-1,-2.465855041E0,1.941321790E0,3.147072547E0
5.395046792E0,7.352690957E-4,-1.707582560E0,-3.310243267E-1,1.739372256E0
5.405026792E0,5.594100650E-2,-1.081935090E0,-2.297238883E0,2.539885710E0
5.415006792E0,-1.209430777E-1,-8.022463198E-1,-3.692106210E0,3.780195055E0
5.424987375E0,-4.475593346E-1,-8.297682137E-1,-4.361287297E0,4.462023256E0
5.434967375E0,-8.920503429E-1,-1.048638486E0,-4.344931465E0,4.557831274E0
5.444947375E0,-1.120171422E0,-1.326069865E0,-3.848192954E0,4.221591443E0
5.454927375E0,-1.212523881E0,-1.693560352E0,-3.368699051E0,3.960617897E0
5.464907375E0,-1.159659496E0,-1.999020067E0,-3.100763842E0,3.867250675E0
5.474887375E0,-9.689486108E-1,-2.244654580E0,-3.100846873E0,3.948744981E0
5.484867375E0,-6.643021703E-1,-2.427835567E0,-3.078954313E0,3.976888555E0
5.494848375E0,-3.834725355E-1,-2.425519778E0,-2.865286528E0,3.773600968E0
5.504828375E0,-1.907697230E-1,-2.264126101E0,-2.622675025E0,3.470026567E0
5.514808375E0,-3.773041980E-2,-2.007600564E0,-2.507413541E0,3.212321010E0
5.524788375E0,6.322978009E-2,-1.582912321E0,-2.534965037E0,2.989256957E0
5.534768375E0,1.121224980E-1,-9.995125186E-1,-2.559216948E0,2.749761466E0
5.544748375E0,1.392379556E-1,-5.302859610E-1,-2.653461785E0,2.709510999E0
5.554728375E0,8.784597326E-2,-1.601182896E-1,-2.817311293E0,2.823224699E0
5.564709375E0,-6.770887518E-2,2.341942528E-1,-2.955885626E0,2.965921657E0
5.574689375E0,-1.791101009E-1,5.672076195E-1,-2.948678348E0,3.008073954E0
5.584669375E0,-2.133010183E-1,7.038284710E-1,-2.940325016E0,3.030904657E0
5.594649375E0,-2.124298928E-1,7.772743236E-1,-3.042113931E0,3.147020655E0
5.604629375E0,-6.415404215E-2,8.771642820E-1,-3.230807673E0,3.348380375E0
5.614609375E0,6.040012971E-2,9.533747712E-1,-3.404880452E0,3.536351584E0
5.624589375E0,2.435807515E-2,9.291066335E-1,-3.493259363E0,3.614788158E0
5.634570375E0,-1.627350648E-1,9.443193345E-1,-3.356247405E0,3.490360777E0
5.644550375E0,-3.195876114E-1,9.719630697E-1,-3.114077368E0,3.277853917E0
5.654530375E0,-3.389614103E-1,8.989339775E-1,-2.970239371E0,3.121746155E0
5.664510375E0,-3.268879332E-1,7.564811862E-1,-2.827853823E0,2.945484128E0
5.674490375E0,-4.698193557E-1,6.472136094E-1,-2.482687420E0,2.608323697E0
5.684470375E0,-5.765526030E-1,6.056710060E-1,-2.009625455E0,2.176659077E0
5.694450375E0,-6.316839163E-1,5.585954383E-1,-1.572149643E0,1.784014556E0
5.704430375E0,-6.962701408E-1,4.669033127E-1,-1.144890087E0,1.419001101E0
5.714411375E0,-7.290246349E-1,3.728978460E-1,-8.748627448E-1,1.198296518E0
5.724391375E0,-7.016849548E-1,3.976476115E-1,-6.450133753E-1,1.032728257E0
5.734371375E0,-7.224361385E-1,4.591326555E-1,-2.271783614E-1,8.856222543E-1
5.744351375E0,-7.447403426E-1,4.168938680E-1,2.775836992E-1,8.974917187E-1
5.754331375E0,-7.081557760E-1,3.973693571E-1,7.609174687E-1,1.112826313E0
5.764311375E0,-7.374942537E-1,6.045254999E-1,1.135326966E0,1.482671971E0
5.774291375E0,-8.490078190E-1,9.141440472E-1,1.225606806E0,1.748881259E0
5.784272375E0,-8.703548339E-1,1.143067218E0,1.253158302E0,1.906443267E0
5.794252375E0,-9.384813282E-1,1.173960689E0,1.628143750E0,2.215803009E0
5.804232375E0,-1.171817612E0,1.053590858E0,2.343874521E0,2.824350895E0
5.814212375E0,-1.395850683E0,8.490907033E-1,3.126632509E0,3.527773377E0
5.824192375E0,-1.428988754E0,7.227281338E-1,3.927933188E0,4.241816114E0
5.834172375E0,-1.589997100E0,8.789785999E-1,4.548437374E0,4.897854296E0
5.844152375E0,-1.496218432E0,1.098685243E0,4.776392246E0,5.124422089E0
5.854132375E0,-8.308789654E-1,8.816605715E-1,4.832237248E0,4.981787033E0
5.864113375E0,2.226217907E-1,7.186311360E-1,5.337671739E0,5.390429553E0
5.874093375E0,1.219569264E0,9.163689858E-1,6.211025317E0,6.395616999E0
5.884073375E0,1.934403803E0,1.170966184E0,6.973060774E0,7.330529069E0
5.894053375E0,2.540985330E0,1.050086768E0,7.421902987E0,7.914792014E0
5.904033375E0,2.678092012E0,3.992641839E-1,7.426023520E0,7.904265560E0
5.914013375E0,2.217706810E0,-2.274423997E-1,7.025230801E0,7.370469547E0
5.923993375E0,1.594189846E0,-6.850823707E-1,6.291926224E0,6.526799731E0
5.933974375E0,1.229420068E0,-1.380544865E0,5.206497057E0,5.524942482E0
5.943954375E0,1.012220272E0,-2.197885479E0,3.929660456E0,4.614923808E0
5.953934375E0,6.569313164E-1,-2.804594184E0,2.489836226E0,3.807438998E0
5.963914375E0,4.325134986E-1,-3.028187617E0,9.365707505E-1,3.199086267E0
5.973894375E0,4.928380530E-1,-2.865056732E0,-5.412071711E-1,2.957083805E0
5.983874375E0,7.126706305E-1,-2.616538665E0,-2.032467018E0,3.388966832E0
5.993854375E0,9.920824617E-1,-2.399609449E0,-3.450986917E0,4.318757208E0
6.003835375E0,1.121183648E0,-2.179958647E0,-4.455904602E0,5.085701357E0
6.013815375E0,1.155160722E0,-2.028198843E0,-4.765884799E0,5.306754635E0
6.023795375E0,8.941137522E-1,-2.017591409E0,-4.396313873E0,4.919114774E0
6.033775375E0,4.945673671E-1,-2.118369632E0,-3.757066437E0,4.341386298E0
6.043755375E0,5.286162520E-2,-2.021790733E0,-3.057071108E0,3.665530777E0
6.053735375E0,-3.524474285E-1,-1.806335600E0,-2.449413840E0,3.063771475E0
6.063715375E0,-5.074358462E-1,-1.501966976E0,-2.043867334E0,2.586656068E0
6.073695375E0,-4.637058359E-1,-1.216986037E0,-1.942573094E0,2.338732208E0
6.083676375E0,-3.630242741E-1,-8.791937774E-1,-1.984294147E0,2.200498031E0
6.093656375E0,-3.155379760E-1,-4.672451190E-1,-2.042126618E0,2.118528579E0
6.103636375E0,-4.937413748E-1,-1.799269752E-1,-2.121380948E0,2.185500261E0
6.113616375E0,-7.717547712E-1,-6.574645825E-2,-2.195008503E0,2.327657697E0
6.123596375E0,-9.948479754E-1,3.548394696E-2,-2.332788200E0,2.536312755E0
